_unnamed,_unnamed_2,_unnamed_3,CODEBOOK,_unnamed_4,_unnamed_5,_unnamed_6
,V143,Thinking about meaning and purpose of life,"Now let’s turn to another topic. How often, if at all, do you think about the meaning and purpose of life?",3,,"1##Often
2##Sometimes
3##Rarely
4##Never
-5##SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V144,Religious denomination,"Do you belong to a religion or religious denomination?. If yes, which one?",7,,"0##None
1##Aglipayan
2##Al-Hadis
3##Alliance
4##Ancestral worshipping / Tradition
5##Anglican
6##Armenian Apostolic Church
7##Assembly of God
8##Bahai
9##Baptist
10##Born again
11##Brgy. Sang Birhen
12##Buddhist
13##C & S Celestial
14##Cao dai
15##Catholic: doesn´t follow rules
16##Charismatic
17##Christian
18##Christian Fellowship
19##Christian Reform
20##Church of Christ / Church of Christ / Church of Christ of Latter-day Saints
21##Confucianism
22##Druse
23##El Shaddai
24##Essid
25##Evangelical
26##Faith in god
27##Filipinista
28##Free church/Non denominational church
29##Greek Catholic
30##Gregorian
31##Hindu
32##Hoa hao
33##Hussite
34##Iglesia ni Cristo (INC)
35##Independent African Church (e.g. ZCC, Shembe, etc.)
36##Independent Church
37##Israelita Nuevo Pacto Universal (FREPAP)
38##Jain
39##Jehovah witnesses
40##Jesus is Lord (JIL)
41##Jesus Miracle Crusade
42##Jew
43##Ka-a Elica
44##Lutheran
45##Mennonite
46##Methodists
47##Mita
48##Mormon
49##Muslim
50##Native
51##New Testament Christ/Biblist
52##Orthodox
53##Other;Not specific
54##Other: Brasil: Espirit,candombl,umbanda,esoterism,occultism
55##Other: Christian com
56##Other: Oriental
57##Other: Philippines (less 0.5%)
58##Other: Taiwan (taoism, protestant fundam., ancient cults)
59##Paganism
60##Pentecostal
61##Presbyterian
62##Protestant
63##Qadiani
64##Roman Catholic
65##Rosacruz
66##Salvation Army
67##Self Lealisation Fellowship
68##Seven Day Adventist
69##Shenism (Chinese Religion)
70##Shia
71##Sikh
72##Sisewiss
73##Spiritista
74##Spiritualists
75##Sunni
76##Tac
77##Taoist
78##The Church of Sweden
79##The Worldwide Church of God
80##Theosofists
81##Unitarian
82##United
83##United Church of Christ in the Philippines (UCCP)
84##Wicca
85##Zionist
86##Zoroastrian
87##Ratana
88##Ringatu
89##New Apostolic Church
90##Yiguan Dao
91##Daolism
12001##DZ: Christian (Quakers, Jehovah's Witnesses, Evangelical, Protestant)
360001##AU: Uniting Church
528001##Dutch Reformed (Nederlands Hervormd)
528002##Reformed Churches in the Netherlands (Gereformeerd)
710001##ZA: Evangelical/Apostolic Faith Mission
710002##ZA: African Traditional Religion
-1##Don´t know
-2##No answer
-4##Not asked in survey
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
"
,V145,How often do you attend religious services,"Apart from weddings and funerals, about how often do you attend religious services these days?",3,,"1##More than once a week
2##Once a week
3##Once a month
4##Only on special holy days
5##Once a year
6##Less often
7##Never, practically never
-5##Missing; DE,SE: Inapplicable{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V146,How often to you pray,"Apart from weddings and funerals, about how often do you pray?",3,,"1##Several times a day
2##Once a day
3##Several times each week
4##Only when attending religious services
5##Only on special holy days
6##Once a year
7##Less often than once a year
8##Never, practically never
-5##AM,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V147,Religious person,"Independently of whether you attend religious services or not, would you say you are:",3,,"1##A religious person
2##Not a religious person
3##An atheist
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V148,Believe in: God,Do you believe in God?,3,,"1##Yes
2##No
-5##DE,SE,TR:Inapplicable ; RU:Inappropriate response; SG: Refused; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V149,Believe in: hell,Do you believe in hell?,3,,"1##Yes
2##No
-5##DE,SE:Inapplicable ; RU:Inappropriate response; SG: Refused; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V150,Meaning of religion: To follow religious norms and ceremonies vs To do good to other people,"With which one of the following statements do you agree most?

The basic meaning of religion is:

""To follow religious norms  and ceremonies"" or ""To do good to other people""",3,,"1##Follow religious norms and ceremonies
2##Do good to other people
3##Neither of them, other (SI,IN)
4##Both (SI,IN)
-5##DE,SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V151,Meaning of religion: To make sense of life after death vs To make sense of life in this world,"And with which of the following statements do you agree most?

The basic meaning of religion is:

""To make sense of life after death"" or 

""To make sense of life in this world""",3,,"1##Make sense of life after death
2##Make sense of life in this world
3##Neither of them, other (SI,IN)
4##Both (SI,IN)
-5##DE,SE,SG:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V152,How important is God in your life,How important is God in your life?. Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”:,3,,"1##Not at all important
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Very important
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V153,"Whenever science and religion conflict,  religion is always right","Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:



""Whenever science and religion conflict,  religion is always right""",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V154,The only acceptable religion  is my religion,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: 



""The only acceptable religion  is my religion""",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V155,All religions should be taught in public schools,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements:



All religions should be taught in our public schools",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V156,People who belong to different religions are probably just as moral as those who belong to mine,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: 



People who belong to different religions are probably just as moral as those who belong to mine",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V157,Social position: People in their 20s,"I’m interested in how you think most people in this country view the position in society of people in their 20s, people in their 40s and people over 70.* Using this card, please tell me where most people would place the social position of …



…people in their 20’s?",3,,"1##Extremely low position in society
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Extremely high position in society
-5##DE,SE:Inapplicable ; RU:Inappropriate response; SG: Refused; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V158,Social position: People in their 40s,"I’m interested in how you think most people in this country view the position in society of people in their 20s, people in their 40s and people over 70.* Using this card, please tell me where most people would place the social position of …



…people in their 40’s?",3,,"1##Extremely low position in society
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Extremely high position in society
-5##DE,SE:Inapplicable ; SG: Refused; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V159,Social position: People in their 70s,"I’m interested in how you think most people in this country view the position in society of people in their 20s, people in their 40s and people over 70.* Using this card, please tell me where most people would place the social position of …



…people over 70?",3,,"1##Extremely low position in society
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Extremely high position in society
-5##DE,SE:Inapplicable ; SG: Refused; BH,IQ: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
